AE5L600L Consolidated RAM Reference Map
==============================================================================================================
Total addresses: 858 | Named: 497 | Unnamed: 361 (low-ref infrastructure, excluded)
All addresses with >= 5 refs are named. Top 200 most-referenced: 100% coverage.
Raw literal pool scan found 4,456 unique RAM refs; 858 significant after dedup.
Sources: Ghidra import (373), Task10 analysis (61), manual (29), ram_map_raw (501), map_switching_analysis (20)
==============================================================================================================

TOP 200 MOST-REFERENCED RAM ADDRESSES
--------------------------------------------------------------------------------------------------------------
   Refs  Address     Name                                 Description
  rtos_TCB_task3                            0xFFFF11E0     0 refs  Task Control Block for RTOS Task 3 (seco
  rtos_TCB_task4                            0xFFFF11E8     0 refs  Task Control Block for RTOS Task 4 (mini
  rtos_TCB_task5                            0xFFFF11F0     0 refs  Task Control Block for RTOS Task 5 (fuel
  rtos_TCB_task6                            0xFFFF11F8     0 refs  Task Control Block for RTOS Task 6 (fuel
  rtos_TCB_task7                            0xFFFF1200     0 refs  Task Control Block for RTOS Task 7 (sign
  rtos_TCB_task8                            0xFFFF1208     0 refs  Task Control Block for RTOS Task 8 (ATU 
  rtos_TCB_task9                            0xFFFF1210     0 refs  Task Control Block for RTOS Task 9 (MAIN
  sched_control_GBR                         0xFFFF8EA8     9 refs  14 refs. Scheduler control GBR base (5 G
  sched_event_counter                       0xFFFF9358     6 refs  Scheduler event/task counter (GBR base)
  sched_periodic_GBR                        0xFFFF980C     7 refs  7 refs. Scheduler periodic timer GBR bas
  sched_queue_base                          0xFFFF91C4     8 refs  8 refs. Scheduler queue base. GBR base (
  sched_state_A                             0xFFFF9058    32 refs  32 refs. Scheduler state variable A.
  sched_status_R1                           0xFFFF7D18     0 refs  Read at fn_0463ba (flkc_paths_FG) entry
  sched_task_GBR                            0xFFFF9094    30 refs  36 refs. Scheduler task GBR base (6 GBR 
  sched_timer_B                             0xFFFF9FA8    17 refs  17 refs. Scheduler timer variable B.
  sched_timer_base                          0xFFFF9FC6    22 refs  22 refs. Scheduler timer base. GBR base
  sched_timer_extended_C                    0xFFFF9FBC     7 refs  Scheduler timer extension C (GBR base)
  sched_timer_fractional                    0xFFFF9FE2     6 refs  Scheduler timer fractional field
  sched_timer_state                         0xFFFF9FDF     8 refs  Scheduler timer state field (byte)
  scheduler_counter                         0xFFFF922C    16 refs  Scheduler counter variable
  scheduler_state_B                         0xFFFF9070    19 refs  Scheduler state variable B
  sensor_burst_buf_0                        0xFFFF5F94     5 refs  Sensor data burst buffer byte 0
  sensor_burst_buf_1                        0xFFFF5F95     5 refs  Sensor data burst buffer byte 1
  sensor_burst_buf_3                        0xFFFF5F97     5 refs  Sensor data burst buffer byte 3
  sensor_burst_buf_4                        0xFFFF5F98     5 refs  Sensor data burst buffer byte 4
  sensor_burst_buf_5                        0xFFFF5F99     5 refs  Sensor data burst buffer byte 5
  sensor_data_misc                          0xFFFF5E40    18 refs  Sensor data miscellaneous
  sensor_filter_workspace                   0xFFFF8EDE     9 refs  O2 sensor rate-of-change filter workspace
  sensor_peripheral_status                  0xFFFF5C75     6 refs  Sensor peripheral status byte
  sensor_misc_state                         0xFFFF43FC    25 refs  25 refs. Misc sensor state.
  sensor_struct_8998                        0xFFFF8998    11 refs  Sensor struct base (GBR at 0x52092).
  sensor_struct_start                       0xFFFF8920     0 refs  First field in sensor struct.
  SH7058_SCI_BRR                            0xFFFF12B4     0 refs  1 ref. Bit Rate Register (SCI). Baud rat
  SH7058_SCI_SCR                            0xFFFF12B5     0 refs  1 ref. Serial Control Register (SCI). TX
  SH7058_SCI_SMR                            0xFFFF12B0     0 refs  2 refs. Serial Mode Register (SCI). Baud
  SH7058_SCI_SSR                            0xFFFF12C8     0 refs  2 refs. Serial Status Register (SCI). TX
  SH7058_SCI_TDR                            0xFFFF12B8     0 refs  5 refs. Transmit Data Register (SCI). Wr
  SH7058_STBCR                              0xFFFF0000     0 refs  9 refs. Standby Control Register (power 
  SH7058_STBCR2                             0xFFFF0004     0 refs  2 refs. Standby Control Register 2. Addi
  SH7058_STBCR3                             0xFFFF0008     0 refs  2 refs. Standby Control Register 3. Peri
  SH7058_SYSCR                              0xFFFF0020     0 refs  2 refs. System Control Register. Bus wid
  SH7058_TIER_MTU0                          0xFFFF1230     0 refs  3 refs. Timer Interrupt Enable Register 
  ssm_output_workspace                      0xFFFF5D14    22 refs  SSM diagnostic output workspace struct. 
  stack_guard_byte                          0xFFFFB6E1    18 refs  Stack area guard byte / canary
  stack_scratch_var                         0xFFFFB6CC     6 refs  Stack area scratch variable
  stack_workspace_var                       0xFFFFB6C8     7 refs  Stack area workspace variable (long)
  system_init_flags                         0xFFFF2004    23 refs  23 refs. System initialization flags.
  system_state_cluster_base                 0xFFFF20A0     5 refs  System state cluster base
  system_state_timer_A                      0xFFFF2D38     5 refs  System state timer counter A
  system_state_timer_B                      0xFFFF2D40     5 refs  System state timer counter B
  system_tick_counter                       0xFFFF25CC    48 refs  48 refs. System tick/event counter.
  task50_gbr_base                           0xFFFF7E90    25 refs  GBR base for task50 timing blend. Was warmup_corr_cyl0.
  throttle_position                         0xFFFF65C0    89 refs  89 refs. Throttle position (float). Read
  throttle_raw                              0xFFFF64D8    29 refs  29 refs. Throttle raw ADC or secondary t
  timer_config_block                        0xFFFF233C    20 refs  Timer configuration block (16 bytes). In
  timer_counter_B                           0xFFFF367C    25 refs  25 refs. Timer/counter B.
  timer_counter_C                           0xFFFF3674    25 refs  25 refs. Timer/counter C.
  throttle_delta_pos                        0xFFFF7D68    19 refs  19 refs. Positive throttle rate of change (float). Used by accel enrichment.
  timing_comp_lowpw_state                   0xFFFF80EC     0 refs  Low-PW ignition timing deactivation stat
  timing_corr_28                            0xFFFF8028     0 refs  Timing correction positive (task50).
  timing_corr_38                            0xFFFF8038     0 refs  Timing correction negative (task50).
  timing_corr_3C                            0xFFFF803C     0 refs  Timing correction positive (task50).
  timing_corr_5C                            0xFFFF805C     0 refs  Timing correction positive (task50).
  timing_corr_84                            0xFFFF8084     0 refs  Timing correction negative (task50).
  timing_corr_B4                            0xFFFF80B4     0 refs  Timing correction positive (task50).
  timing_corr_C4                            0xFFFF80C4     0 refs  Timing correction positive (task50).
  timing_corr_E8                            0xFFFF80E8     0 refs  Timing correction negative (task50).
  timing_corr_F0                            0xFFFF80F0     0 refs  Timing correction positive (task50).
  timing_correction_A                       0xFFFF87E4    26 refs  26 refs. Timing correction value A.
  timing_state_var                          0xFFFF798C    17 refs  17 refs. Timing state variable. Referenc
  timing_workspace_A                        0xFFFF8C9C    17 refs  17 refs. Timing workspace variable.
  timing_workspace_B                        0xFFFF8C98     9 refs  Timing calculation workspace B (float)
  timing_workspace_extended                 0xFFFF8CFC     7 refs  Extended timing workspace (float)
  torque_ratio                              0xFFFF62F8     0 refs  Requested torque ratio (task50 map switching).
  transient_accum_ptr                       0xFFFF7E4C     0 refs  Pointer/accumulator used by transient_co
  transient_correction_fr4                  0xFFFF7300     0 refs  Transient correction intermediate float 
  transient_correction_fr9                  0xFFFF72F4     0 refs  Transient correction intermediate float 
  transient_correction_out                  0xFFFF72E8     0 refs  Transient correction output block (float
  transient_enable_gate                     0xFFFF65F1     0 refs  Gate flag checked by transient_correctio
  transient_knock_inhibit                   0xFFFF726E     0 refs  Transient knock inhibit flag (byte). Rea
  fuel_system_ready                         0xFFFF726C    65 refs  Fuel system readiness flag (byte). Read by check_fuel_system_ready (0x2F8EA, 65 calls). When == 1, fuel pipeline is initialized. Also used to gate AFL and transient enrichment.
  vehicle_speed                             0xFFFF61CC    56 refs  56 refs. Vehicle speed (float). Read by 
  vvt_error_feedback_A                      0xFFFF920C     0 refs  Intake VVT error feedback result A (floa
  vvt_error_feedback_B                      0xFFFF9210     0 refs  Intake VVT error feedback result B (floa
  vvt_error_feedback_C                      0xFFFF9220     0 refs  Intake VVT error feedback result C (floa
  vvt_error_feedback_D                      0xFFFF9228     0 refs  Intake VVT error feedback result D (floa
  warmup_corr_cyl1                          0xFFFF7E94     0 refs  Final warmup correction cylinder 1 (floa
  warmup_corr_cyl2                          0xFFFF7E98     0 refs  Final warmup correction cylinder 2 (floa
  warmup_corr_cyl3                          0xFFFF7E9C     0 refs  Final warmup correction cylinder 3 (floa
  wot_active_flag                           0xFFFF7B38     0 refs  WOT active flag.


ADDRESS-SORTED COMPLETE LIST
--------------------------------------------------------------------------------------------------------------
  0xFFFF2004    23  system_init_flags                    23 refs. System initialization flags.
  0xFFFF20C0    10  system_state_var_C                   System state variable C. System state cluster.
  0xFFFF20CC    15  system_state_flags_A                 System state flags A. System state cluster 0xFFFF20A0-0xFFFF227C.
  0xFFFF20D4    16  system_init_flags_B                  System initialization flags B. System state cluster.
  0xFFFF20F4    17  system_config_timer_A                System config/timer variable A. System state cluster.
  0xFFFF233C    20  timer_config_block                   Timer configuration block (16 bytes). Injection ti
  0xFFFF25CC    48  system_tick_counter                  48 refs. System tick/event counter.
  0xFFFF2AB4    17  system_state_descriptor               System state descriptor variable. Descriptor region.
  0xFFFF3158    18  afl_diagnostic_flag                  AFL state / diagnostic flag. Checked by fueling pi
  0xFFFF3420    15  cal_mirror_descriptor_ptr             Cal mirror descriptor pointer. Cal mirror region 0xFFFF341A-0xFFFF3612.
  0xFFFF3480    45  cal_mirror_base                      45 refs. Calibration mirror base. Referenced by va
  0xFFFF34D8    22  cal_mirror_data                      Calibration mirror data area
  0xFFFF365C    19  cal_mirror_timer                     Calibration mirror timer/counter
  0xFFFF366C    41  io_inj_driver_ctrl                   InternalIO injection driver control register (31 r
  0xFFFF3674    25  timer_counter_C                      25 refs. Timer/counter C.
  0xFFFF367C    25  timer_counter_B                      25 refs. Timer/counter B.
  0xFFFF36C0    17  cal_mirror_state                     Calibration mirror state variable
  0xFFFF3836    76  io_ign_driver_ctrl                   InternalIO ignition driver control register (31 re
  0xFFFF399E   118  dtc_maturation_timer                 118 refs. DTC maturation timer/counter. Read prima
  0xFFFF3B06    92  diag_indexed_lookup_table            Diagnostic indexed lookup table. Accessed at FFFF3
  0xFFFF3C80    12  cal_mirror_timer_workspace            Cal mirror timer workspace. Cal mirror timer region.
  0xFFFF4024    56  ATU_primary_ctrl                     ATU primary control register. 36 code refs — maste
  0xFFFF40C8    19  cam_angle_sensor                     Actual cam position from CMP/CKP (float, degrees).
  0xFFFF4130    77  atm_pressure_baro                    Atmospheric pressure / baro ADC output (float). ADDR 4 in ADC pipeline.
  0xFFFF4144    20  ect_output_fmac                      ECT output (degrees C, float). ADC pipeline ADDR29 -> FMAC call_08.
  0xFFFF43FC    25  sensor_misc_state                    25 refs. Misc sensor state.
  0xFFFF5BE2    14  engine_condition_flags                Engine condition flags byte. Read by task10, task30, task38.
  0xFFFF5BE3    33  clutch_state                         33 refs. Clutch engagement state (task50 map switching). Was peripheral_status.
  0xFFFF5C98    15  peripheral_control_GBR               15 refs. Peripheral control GBR base (3 uses).
  0xFFFF5D14    22  ssm_output_workspace                 SSM diagnostic output workspace struct. Written by
  0xFFFF5DB5    11  cl_ol_gate_flag                      CL/OL gate flag byte. Referenced in cl_ol_state_machine and clol_gap_closure.
  0xFFFF5E40    18  sensor_data_misc                     Sensor data miscellaneous
  0xFFFF5FC0    16  sensor_io_state_secondary             Sensor I/O state secondary. Near io_state_register (0xFFFF5FFC).
  0xFFFF5FFC    23  io_state_register                    23 refs. I/O state register.
  0xFFFF6155    36  adc_channel_status                   36 refs. ADC channel status/index (byte). GBR base
  0xFFFF61AC    17  adc_processed_alt                    ADC processed alternate channel
  0xFFFF61CC    56  vehicle_speed                        56 refs. Vehicle speed (float). Read by timing, CL
  0xFFFF61FC    11  adc_processed_extra                  ADC processed extra channel (float). Near airflow_maf_current.
  0xFFFF620C    43  airflow_maf_current                  Current MAF/airflow (float). Used by accel enrichm
  0xFFFF6228    22  maf_voltage                          22 refs. MAF sensor voltage (float). Read by timin
  0xFFFF6254    51  maf_current                          51 refs. MAF sensor value (float, g/s). Read by AF
  0xFFFF62DC    20  fuel_rate                            20 refs. Fuel injection rate (float). Read by timi
  0xFFFF62F8     0  torque_ratio                         Requested torque ratio (task50 map switching).
  0xFFFF6350   205  ect_current                          205 refs. Coolant temperature (float). Read by PSE
  0xFFFF6354    69  ect_raw_adc                          69 refs. ECT raw ADC value or secondary ECT (float
  0xFFFF6364    48  ect_startup                          48 refs. ECT at engine start or secondary RPM (float). NOT atmospheric pressure. Was mislabeled atm_pressure.
  0xFFFF63B0    16  adc_processed_temperature_B           ADC processed temperature B (float). ECT/IAT sensor region.
  0xFFFF63C4    43  ect_compensation                     ECT compensation factor (float, 43 refs). Read by AFC, AFL, CL/OL.
  0xFFFF63CC    16  ram_ECT                              Coolant temperature / ECT (float)
  0xFFFF63F8    86  iat_current                          86 refs. Intake air temperature (float). Read by A
  0xFFFF6430    19  adc_processed_secondary              ADC processed secondary sensor value
  0xFFFF64D8    29  throttle_raw                         29 refs. Throttle raw ADC or secondary throttle.
  0xFFFF653C    19  o2_sensor_voltage                    19 refs. O2 sensor voltage or lambda value.
  0xFFFF6540    12  o2_sensor_conditioned                Conditioned O2 sensor value (float). Rate-limited AFC PI error input.
  0xFFFF65A2    10  engine_state_var_A                   Engine state variable A. Near engine_state_extended.
  0xFFFF65A9    23  engine_state_extended                Engine state extended byte. Read by task58 extende
  0xFFFF65BD    34  engine_state_byte                    34 refs. Engine state byte (cranking/running/etc).
  0xFFFF65BF    20  accel_state                          Acceleration state flag (task50 map switching). Was warmup_transition_flag_B.
  0xFFFF65C0    89  throttle_position                    89 refs. Throttle position (float). Read by AFL, t
  0xFFFF65FC   135  engine_load_current                  135 refs. Engine load in g/rev (float). Also load_current (task50 map switching).
  0xFFFF6624   301  rpm_current                          301 refs. Current RPM (float). Read by frontO2, AF
  0xFFFF67EC    99  atm_pressure_current                 99 refs. Atmospheric/barometric pressure (float). 
  0xFFFF6810    22  ol_condition_selector                OL condition selector byte (1-5). Selects ROM thre
  0xFFFF682C    22  adc_processed_misc                   ADC processed miscellaneous sensor value
  0xFFFF6898    48  manifold_pressure                    48 refs. Manifold pressure (float). Read by frontO
  0xFFFF69F0    32  iat_input_float                      32 refs. Intake air temperature (float, -40..120 C). Read by AFL, startup enrichment. GBR
  0xFFFF6C48    34  battery_voltage                      34 refs. Battery voltage (float). Read by injector
  0xFFFF71EA    22  fuel_timing_state                    Fuel timing state variable
  0xFFFF77C8    19  afc_output                           19 refs. AFC output value. Referenced in fuel_corr
  0xFFFF7864    10  fuel_enrichment_state                Fuel enrichment state (float). Near fuel_enrichment_B (0xFFFF7878).
  0xFFFF798C    17  timing_state_var                     17 refs. Timing state variable. Referenced by task
  0xFFFF7BE4    11  transient_fuel_comp                  Transient fuel compensation value (float). AFC working value.
  0xFFFF7C9D    32  fuel_state_byte                      32 refs. Fuel state byte/flag.
  0xFFFF7D04    10  fuel_timing_state_B                  Fuel/timing state variable B. Fuel/timing region.
  0xFFFF7D68    19  throttle_delta_pos                   19 refs. Positive throttle rate of change (float). Used by accel enrichment.
  0xFFFF7E68    18  fuel_timing_corr                     Fuel timing correction variable
  0xFFFF7E90    25  task50_gbr_base                      GBR base for task50 timing blend. Was warmup_corr_cyl0.
  0xFFFF7F04     0  pre_ratio                            Pre-computed blend ratio (task50).
  0xFFFF7F08    20  ignition_timing_workspace            Ignition timing workspace variable (float). Multip
  0xFFFF7F1C     0  alt_blend_ratio                      Alternative blend ratio (task50).
  0xFFFF7F2C     0  ect_desc_result                      ECT descriptor output (task33).
  0xFFFF7F68     0  ect_blend_correction                 ECT blend correction (task33/50). Was ect_warmup_correction.
  0xFFFF7F6C     0  atm_blend_correction                 Atmospheric correction (task33).
  0xFFFF7F70     0  rpm_iat_blend_result                 RPM x IAT table result (task33).
  0xFFFF7F74     0  blend_correction_C                   Third blend correction (task50).
  0xFFFF7FBC    14  previous_timing_output               14 refs. Previous cycle timing output (task50). Was timing_final_advance.
  0xFFFF8000     0  base_timing_offset                   Base timing reference (task50). Was gbr_base_percond_ws.
  0xFFFF8028     0  timing_corr_28                       Timing correction positive (task50).
  0xFFFF8038     0  timing_corr_38                       Timing correction negative (task50).
  0xFFFF803C     0  timing_corr_3C                       Timing correction positive (task50).
  0xFFFF805C     0  timing_corr_5C                       Timing correction positive (task50).
  0xFFFF8080    22  knock_flkc_workspace                 Knock/FLKC workspace area
  0xFFFF8084     0  timing_corr_84                       Timing correction negative (task50).
  0xFFFF8088     0  knock_retard_accum                   Per-cylinder knock retard accumulator (task50).
  0xFFFF80B4     0  timing_corr_B4                       Timing correction positive (task50).
  0xFFFF80C4     0  timing_corr_C4                       Timing correction positive (task50).
  0xFFFF80E8     0  timing_corr_E8                       Timing correction negative (task50).
  0xFFFF80F0     0  timing_corr_F0                       Timing correction positive (task50).
  0xFFFF81DC     0  per_cyl_base_corr                    Per-cylinder base timing correction (task50).
  0xFFFF81EC     0  ect_timing_comp                      ECT timing compensation (task50).
  0xFFFF81F0    30  knock_learning_value                 30 refs. Knock learning value (task50). Was knock_state_base.
  0xFFFF8260     0  knock_corr_advance                   Knock correction advance (task50).
  0xFFFF8318    17  knock_state_var                      Knock state variable
  0xFFFF8366    18  fuel_pump_workspace                  Fuel pump state machine (14-byte struct). Was knock_workspace_B (misidentified).
  0xFFFF837B    13  idle_dispatch_workspace               Main idle dispatcher state (GBR base). 39 fields, 129 accesses.
  0xFFFF837E    20  idle_control_GBR                     39 refs. Idle control GBR base (19 GBR uses). Prim
  0xFFFF8387    13  knock_flkc_post_retard                Knock/FLKC post-retard state (GBR base). Adjacent to knock_workspace_B/C.
  0xFFFF8391    18  knock_workspace_C                    Knock/FLKC workspace variable C
  0xFFFF83A5    21  idle_sensor_ref                      Idle control sensor comparison reference (passed t
  0xFFFF83AA    17  idle_workspace_var                   Idle workspace variable (near idle GBR base)
  0xFFFF83AC    19  idle_workspace_GBR                   26 refs. Secondary idle GBR workspace (7 GBR uses)
  0xFFFF85D7    60  fuel_system_state                    60 refs. Fuel system state byte. Read by AFC, AFL,
  0xFFFF85E4    11  fuel_knock_state_var                  Fuel/knock state variable. Near fuel_system_state (0xFFFF85D7).
  0xFFFF87E4    26  timing_correction_A                  26 refs. Timing correction value A.
  0xFFFF8910    16  ignition_system_state                Ignition system state. Referenced in ignition timi
  0xFFFF895C    37  injector_data                        Rate-limited sensor composite (float). Was fuel_ign_shared_state. See fueling_pipeline Section 15. 
  0xFFFF8998    11  sensor_struct_8998                   Sensor struct base (GBR at 0x52092).
  0xFFFF89E8    14  knock_sensor_state_B                  Knock sensor state variable B. Knock/FLKC cluster.
  0xFFFF8A74    20  knock_flkc_state                     Knock/FLKC state variable
  0xFFFF8C9C    17  timing_workspace_A                   17 refs. Timing workspace variable.
  0xFFFF8E46    39  fuel_mode_flags                      39 refs. Fuel mode flags register.
  0xFFFF8E7E    17  afc_enable_flag_A                    PI output enable flag A (byte). Must == 1 for afc_
  0xFFFF8E98    97  cl_state_struct                      97 refs. CL monitoring state struct (15+ bytes). B
  0xFFFF8EDC    33  ol_dispatch_gate                     OL enrichment dispatch gate (byte). Checked by all
  0xFFFF903C    13  sched_task_dispatch_state              Scheduler task dispatch state. Scheduler region.
  0xFFFF9058    32  sched_state_A                        32 refs. Scheduler state variable A.
  0xFFFF9070    19  scheduler_state_B                    Scheduler state variable B
  0xFFFF9094    30  sched_task_GBR                       36 refs. Scheduler task GBR base (6 GBR uses).
  0xFFFF90A8    12  timing_dispatch_state                 Timing dispatch state. Read by task01, task10, task32.
  0xFFFF922C    16  scheduler_counter                    Scheduler counter variable
  0xFFFF9FA8    17  sched_timer_B                        17 refs. Scheduler timer variable B.
  0xFFFF9FC6    22  sched_timer_base                     22 refs. Scheduler timer base. GBR base (3 uses).
  0xFFFF9FE0    11  sched_timer_extended_A                Scheduler extended timer A. Scheduler timer cluster.
  0xFFFF9FE4    12  sched_timer_extended_B                Scheduler extended timer B. Scheduler timer cluster.
  0xFFFFA160    15  diag_monitor_GBR                     21 refs. Diagnostic monitor GBR base (6 GBR uses).
  0xFFFFA163    11  diag_monitor_state_byte               Diagnostic monitor state byte. Adjacent to diag_monitor_GBR (+3).
  0xFFFFA198    13  egr_diag_state                       13 refs. EGR/emissions diagnostic state. GBR base 
  0xFFFFA26C    11  diag_trip_tracking_flags              Diagnostic trip tracking flags. Trip tracking region.
  0xFFFFA290    16  diag_monitor_state                   Diagnostic monitor state area
  0xFFFFA59D    15  diag_fault_enable_flags               Diagnostic fault enable/masking flags. Referenced by diag tasks.
  0xFFFFAC6C    13  diag_protocol_GBR                    13 refs. Diagnostic protocol GBR base (4 GBR uses)
  0xFFFFACE0    32  diag_output_buffer                   32 refs. Diagnostic output buffer pointer.
  0xFFFFAD14    14  diag_state_E_start                   Active fault status region start. 62 bytes, 268 re
  0xFFFFAD18    12  diag_active_fault_C                  Active fault status byte C. diag_state_E offset +0x04.
  0xFFFFAD1C    14  diag_active_fault_B                  Active fault status byte B. diag_state_E offset +0x08.
  0xFFFFAD20    12  diag_active_fault_D                  Active fault status byte D. diag_state_E offset +0x0C.
  0xFFFFAD24    12  diag_active_fault_E                  Active fault status byte E. diag_state_E offset +0x10.
  0xFFFFAD28    12  diag_active_fault_F                  Active fault status byte F. diag_state_E offset +0x14.
  0xFFFFAD50    21  diag_session_state_B                 Diagnostic session state variable B
  0xFFFFAD52   107  diag_session_state                   107 refs. Diagnostic session state. Read by diag/D
  0xFFFFADAC    69  diag_request_state                   69 refs. Diagnostic request/response state. Read b
  0xFFFFAF3B    36  comms_state_byte                     36 refs. Communications protocol state byte.
  0xFFFFAF73    13  diag_fault_history_byte               Diagnostic fault history byte. Part of diag_state_A (0xFFFFAF70-0xFFFFAFAB).
  0xFFFFB6E1    18  stack_guard_byte                     Stack area guard byte / canary
